work_key,doi,openalex_id,title,year,work_type,corpus_class,corpus_source,inclusion_pathway,in_ground_truth_registry,in_seed_dataset_registry,discovery_channel,discovery_source,confidence_tier,campaign_labels_auto,campaign_labels_final,manual_campaign_review,source_link,pdf_url,cited_by_count,openalex_type,manual_thesis_flag
doi:10.5194/gmd-13-4271-2020,10.5194/gmd-13-4271-2020,https://openalex.org/W3087330307,Can machine learning improve the model representation of turbulent kinetic energy dissipation rate in the boundary layer for complex terrain?,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:Perdigão+Doppler lidar,high,Perdigão,Perdigão,no,https://doi.org/10.5194/gmd-13-4271-2020,https://gmd.copernicus.org/articles/13/4271/2020/gmd-13-4271-2020.pdf,30,article,
doi:10.1109/tgrs.2020.2984458,10.1109/tgrs.2020.2984458,https://openalex.org/W3023741714,Ceilometer-Based Rain-Rate Estimation: A Case-Study Comparison With S-Band Radar and Disdrometer Retrievals in the Context of VORTEX-SE,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:VORTEX-SE+Doppler lidar,medium,VORTEX-SE,VORTEX-SE,no,https://ieeexplore.ieee.org/ielx7/36/9268446/09088230.pdf,,8,article,
doi:10.5194/amt-2020-75,10.5194/amt-2020-75,https://openalex.org/W3016302088,Characteristics and performance of vertical winds as observed by the radar wind profiler network of China,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://doi.org/10.5194/amt-2020-75,https://amt.copernicus.org/preprints/amt-2020-75/amt-2020-75.pdf,13,article,
doi:10.5194/amt-13-4589-2020,10.5194/amt-13-4589-2020,https://openalex.org/W3080823251,Characteristics and performance of wind profiles as observed by the radar wind profiler network of China,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://amt.copernicus.org/articles/13/4589/2020/amt-13-4589-2020.pdf,,55,article,
doi:10.5194/amt-2019-453,10.5194/amt-2019-453,https://openalex.org/W4251057024,Confronting the boundary layer data gap: evaluating new and existing methodologies of probing the lower atmosphere,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,Multi/None,Multi/None,no,https://doi.org/10.5194/amt-2019-453,,7,preprint,
doi:10.1002/essoar.10503532.1,10.1002/essoar.10503532.1,https://openalex.org/W4239728981,Connecting Land-Atmosphere Interactions to Surface Heterogeneity in CHEESEHEAD 2019,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,low,CHEESEHEAD,CHEESEHEAD,no,https://doi.org/10.1002/essoar.10503532.1,,5,preprint,
doi:10.1175/bams-d-19-0346.1,10.1175/bams-d-19-0346.1,https://openalex.org/W3046811589,Connecting Land–Atmosphere Interactions to Surface Heterogeneity in CHEESEHEAD19,2020,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_b,channel_b:B2:CHEESEHEAD+Doppler lidar,medium,CHEESEHEAD,CHEESEHEAD,no,https://journals.ametsoc.org/downloadpdf/journals/bams/102/2/BAMS-D-19-0346.1.pdf,,109,article,
doi:10.5194/amt-13-6293-2020,10.5194/amt-13-6293-2020,https://openalex.org/W3097964229,Correction of a lunar-irradiance model for aerosol optical depth retrieval and comparison with a star photometer,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:EPIC+Doppler lidar,high,Multi/None,Multi/None,no,https://amt.copernicus.org/articles/13/6293/2020/amt-13-6293-2020.pdf,,42,article,
doi:10.5194/essd-2020-98,10.5194/essd-2020-98,https://openalex.org/W4242596098,Data generated during the 2018 LAPSE-RATE campaign: an introduction and overview,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,low,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5194/essd-2020-98,,8,preprint,
doi:10.5194/acp-20-1723-2020,10.5194/acp-20-1723-2020,https://openalex.org/W2944021512,Detection of land-surface-induced atmospheric water vapor patterns,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:EPIC+Doppler lidar,high,Multi/None,Multi/None,yes,https://acp.copernicus.org/articles/20/1723/2020/acp-20-1723-2020.pdf,,9,article,
doi:10.1029/2020gl088242,10.1029/2020gl088242,https://openalex.org/W3031818978,Differentiating Between Tornadic and Nontornadic Supercells Using Polarimetric Radar Signatures of Hydrometeor Size Sorting,2020,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,high,Multi/None,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2020GL088242,,38,article,
doi:10.3390/rs12182951,10.3390/rs12182951,https://openalex.org/W3084585936,Doppler Aerosol WiNd (DAWN) Lidar during CPEX 2017: Instrument Performance and Data Utility,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://www.mdpi.com/2072-4292/12/18/2951/pdf,,12,article,
doi:10.3390/atmos11050505,10.3390/atmos11050505,https://openalex.org/W3025500474,Estimations of the Mexicali Valley (Mexico) Mixing Height,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://www.mdpi.com/2073-4433/11/5/505/pdf?version=1590665667,,9,article,
doi:10.1175/jamc-d-19-0195.1,10.1175/jamc-d-19-0195.1,https://openalex.org/W3087791624,Evaluating the performance of WRF urban schemes and PBL schemes over Dallas Fort Worth during a dry summer and a wet summer,2020,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,Multi/None,Multi/None,yes,https://doi.org/10.1175/jamc-d-19-0195.1,https://journals.ametsoc.org/downloadpdf/view/journals/apme/60/6/JAMC-D-19-0195.1.pdf,23,article,
doi:10.1175/mwr-d-20-0015.1,10.1175/mwr-d-20-0015.1,https://openalex.org/W3005752910,Factors Influencing Ensemble Sensitivity–Based Targeted Observing Predictions at Convection-Allowing Resolutions,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:VORTEX-SE+Doppler lidar,high,VORTEX-SE,VORTEX-SE,no,https://journals.ametsoc.org/downloadpdf/journals/mwre/148/11/MWR-D-20-0015.1.pdf,,6,article,
doi:10.5194/wes-5-1169-2020,10.5194/wes-5-1169-2020,https://openalex.org/W2993676615,How wind speed shear and directional veer affect the power production of a megawatt-scale operational wind turbine,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,medium,Multi/None,Multi/None,yes,https://wes.copernicus.org/articles/5/1169/2020/wes-5-1169-2020.pdf,,66,article,
doi:10.1029/2020jd033870,10.1029/2020jd033870,https://openalex.org/W3107782795,Idealized Model Simulations to Determine Impacts of Storm‐Relative Winds on Differential Reflectivity and Specific Differential Phase Fields,2020,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,Multi/None,Multi/None,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2020JD033870,,15,article,
doi:10.1175/mwr-d-19-0171.1,10.1175/mwr-d-19-0171.1,https://openalex.org/W2997296306,Impact of Assimilating PECAN Profilers on the Prediction of Bore-Driven Nocturnal Convection: A Multiscale Forecast Evaluation for the 6 July 2015 Case Study,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,low,PECAN,PECAN,no,https://doi.org/10.1175/mwr-d-19-0171.1,,31,article,
doi:10.5194/amt-2020-18,10.5194/amt-2020-18,https://openalex.org/W4255442160,Integrated System for Atmospheric Boundary Layer Height Estimation (ISABLE) using a Ceilometer and Microwave Radiometer,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://doi.org/10.5194/amt-2020-18,https://amt.copernicus.org/preprints/amt-2020-18/amt-2020-18.pdf,5,preprint,
doi:10.5194/amt-13-6965-2020,10.5194/amt-13-6965-2020,https://openalex.org/W3024671688,Integrated System for Atmospheric Boundary Layer Height Estimation (ISABLE) using a ceilometer and microwave radiometer,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://amt.copernicus.org/articles/13/6965/2020/amt-13-6965-2020.pdf,,30,article,
doi:10.3390/atmos11111178,10.3390/atmos11111178,https://openalex.org/W3095547651,Investigation of Marine Wind Veer Characteristics Using Wind Lidar Measurements,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://www.mdpi.com/2073-4433/11/11/1178/pdf?version=1604140300,,36,article,
doi:10.1051/epjconf/202023706008,10.1051/epjconf/202023706008,https://openalex.org/W3042191662,Lidar Observations Versus Forecast of Water Vapor Transport,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,PECAN,no,https://www.epj-conferences.org/articles/epjconf/pdf/2020/13/epjconf_ilrc292020_06008.pdf,,0,article,
doi:10.5194/egusphere-egu2020-7191,10.5194/egusphere-egu2020-7191,https://openalex.org/W3096655599,Lidar measurements characterizing the thermodynamic and dynamic structure of the boundary layer up to the turbulence scale,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAFE+Doppler lidar,high,LAFE,LAFE,no,https://doi.org/10.5194/egusphere-egu2020-7191,https://egu2020.eu/EGU2019-survey-results.pdf,0,article,
doi:10.5194/acp-2020-423,10.5194/acp-2020-423,https://openalex.org/W4234604640,Measurement report: Properties of aerosol and gases in the vertical profile during the LAPSE-RATE campaign,2020,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5194/acp-2020-423,https://acp.copernicus.org/preprints/acp-2020-423/acp-2020-423.pdf,2,preprint,
doi:10.5194/amt-13-2849-2020,10.5194/amt-13-2849-2020,https://openalex.org/W2999126312,Methodology for deriving the telescope focus function and its uncertainty for a heterodyne pulsed Doppler lidar,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:RIVoRS+Doppler lidar,high,Multi/None,Multi/None,yes,https://amt.copernicus.org/articles/13/2849/2020/amt-13-2849-2020.pdf,,47,article,
doi:10.5194/wes-5-1059-2020,10.5194/wes-5-1059-2020,https://openalex.org/W2991600011,Multi-lidar wind resource mapping in complex terrain,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:Perdigão+Doppler lidar,high,Perdigão,Perdigão,no,https://wes.copernicus.org/articles/5/1059/2020/wes-5-1059-2020.pdf,,45,article,
doi:10.1175/mwr-d-20-0080.1,10.1175/mwr-d-20-0080.1,https://openalex.org/W3047245324,Near-Surface Vortex Formation in Supercells from the Perspective of Vortex Patch Dynamics,2020,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,Multi/None,Multi/None,no,https://journals.ametsoc.org/downloadpdf/journals/mwre/148/8/mwrD200080.pdf,,11,article,
doi:10.5194/essd-2020-194,10.5194/essd-2020-194,https://openalex.org/W3083995027,"Observations of the thermodynamic and kinematic state of the atmospheric boundary layer over the San Luis Valley, CO using remotely piloted aircraft systems during the LAPSE-RATE field campaign",2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5194/essd-2020-194,https://essd.copernicus.org/preprints/essd-2020-194/essd-2020-194.pdf,6,article,
doi:10.1175/mwr-d-19-0190.1,10.1175/mwr-d-19-0190.1,https://openalex.org/W3002471825,Observed Near-Storm Environment Variations across the Southern Cumberland Plateau System in Northeastern Alabama,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,VORTEX-SE,VORTEX-SE,no,https://journals.ametsoc.org/downloadpdf/journals/mwre/148/4/mwr-d-19-0190.1.pdf,,10,article,
doi:10.1002/we.2484,10.1002/we.2484,https://openalex.org/W3008166763,Offshore wind farm wake recovery: Airborne measurements and its representation in engineering models,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://doi.org/10.1002/we.2484,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/we.2484,147,article,
doi:10.1051/epjconf/202023703022,10.1051/epjconf/202023703022,https://openalex.org/W2996078762,Ozone Lidar Observations in the City of Paris: Seasonal Variability and Role of The Nocturnal Low Level Jet,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://www.epj-conferences.org/articles/epjconf/pdf/2020/13/epjconf_ilrc292020_03022.pdf,,7,article,
doi:10.1051/epjconf/202023703022/pdf,10.1051/epjconf/202023703022/pdf,https://openalex.org/W4288343868,Ozone Lidar Observations in the City of Paris: Seasonal Variability and Role of The Nocturnal Low Level Jet,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://www.epj-conferences.org/10.1051/epjconf/202023703022/pdf,,0,article,
doi:10.5194/essd-2020-242,10.5194/essd-2020-242,https://openalex.org/W3092760115,Realtime WRF LES Simulations to Support UAS Flight Planning and Operations During 2018 LAPSE-RATE,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,medium,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5194/essd-2020-242,https://essd.copernicus.org/preprints/essd-2020-242/essd-2020-242.pdf,5,article,
doi:10.5194/essd-2020-314,10.5194/essd-2020-314,https://openalex.org/W4255942805,"Remote sensing and radiosonde datasets collected in the San Luis
Valley during the LAPSE-RATE campaign",2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,low,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5194/essd-2020-314,,8,preprint,
doi:10.5194/acp-20-8003-2020,10.5194/acp-20-8003-2020,https://openalex.org/W3004890840,"Smoke of extreme Australian bushfires observed in the stratosphere over Punta Arenas, Chile, in January 2020: optical thickness, lidar ratios, and depolarization ratios at 355 and 532 nm",2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:EPIC+Doppler lidar,high,Multi/None,Multi/None,yes,https://acp.copernicus.org/articles/20/8003/2020/acp-20-8003-2020.pdf,,171,article,
doi:10.1007/s10546-020-00508-x,10.1007/s10546-020-00508-x,https://openalex.org/W3015136196,Steady-State Large-Eddy Simulations of Convective and Stable Urban Boundary Layers,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://link.springer.com/content/pdf/10.1007/s10546-020-00508-x.pdf,,45,article,
doi:10.1175/jas-d-19-0167.1,10.1175/jas-d-19-0167.1,https://openalex.org/W3013860889,Summertime Post-Cold-Frontal Marine Stratocumulus Transition Processes over the Eastern North Atlantic,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://journals.ametsoc.org/downloadpdf/journals/atsc/77/6/JAS-D-19-0167.1.pdf,,29,article,
doi:10.1007/s10546-020-00529-6,10.1007/s10546-020-00529-6,https://openalex.org/W3029165146,Surface-Energy-Balance Closure over Land: A Review,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://link.springer.com/content/pdf/10.1007/s10546-020-00529-6.pdf,,383,review,
doi:10.1175/mwr-d-20-0118.1,10.1175/mwr-d-20-0118.1,https://openalex.org/W3090474226,Systematic Evaluation of the Impact of Assimilating a Network of Ground-Based Remote Sensing Profilers for Forecasts of Nocturnal Convection Initiation during PECAN,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,low,PECAN,PECAN,no,https://journals.ametsoc.org/downloadpdf/journals/mwre/148/12/MWR-D-20-0118.1.pdf,,33,article,
doi:10.5194/amt-13-2833-2020,10.5194/amt-13-2833-2020,https://openalex.org/W3030739149,The CopterSonde: an insight into the development of a smart unmanned aircraft system for atmospheric boundary layer research,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,Multi/None,Multi/None,no,https://amt.copernicus.org/articles/13/2833/2020/amt-13-2833-2020.pdf,,77,article,
doi:10.1175/jtech-d-19-0123.1,10.1175/jtech-d-19-0123.1,https://openalex.org/W3010792824,The Impact of Airborne Doppler Aerosol Wind (DAWN) Lidar Wind Profiles on Numerical Simulations of Tropical Convective Systems during the NASA Convective Processes Experiment (CPEX),2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:PECAN+Doppler lidar,high,PECAN,Multi/None,yes,https://journals.ametsoc.org/downloadpdf/journals/atot/37/4/jtech-d-19-0123.1.pdf,,10,article,
doi:10.5194/acp-2020-1123,10.5194/acp-2020-1123,https://openalex.org/W4249285079,The dynamic-thermal structures of the planetary boundary layer dominated by synoptic circulations and the regular effect on air pollution in Beijing,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://doi.org/10.5194/acp-2020-1123,https://acp.copernicus.org/preprints/acp-2020-1123/acp-2020-1123.pdf,2,preprint,
doi:10.5194/acp-20-5157-2020,10.5194/acp-20-5157-2020,https://openalex.org/W3021709240,The influence of water vapor anomalies on clouds and their radiative effect at Ny-Ålesund,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://acp.copernicus.org/articles/20/5157/2020/acp-20-5157-2020.pdf,,24,article,
doi:10.1175/jas-d-19-0301.1,10.1175/jas-d-19-0301.1,https://openalex.org/W2946836107,Theoretical Understanding of the Linear Relationship between Convective Updrafts and Cloud-Base Height for Shallow Cumulus Clouds. Part II: Continental Conditions,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://journals.ametsoc.org/downloadpdf/journals/atsc/77/4/jas-d-19-0301.1.pdf,,24,article,
doi:10.5194/acp-2020-1093,10.5194/acp-2020-1093,https://openalex.org/W4246315140,"Tropospheric and stratospheric wildfire smoke profiling with lidar:Mass, surface area, CCN and INP retrieval",2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:EPIC+Doppler lidar,high,Multi/None,Multi/None,yes,https://doi.org/10.5194/acp-2020-1093,https://acp.copernicus.org/preprints/acp-2020-1093/acp-2020-1093.pdf,7,preprint,
doi:10.5194/essd-2020-406,10.5194/essd-2020-406,https://openalex.org/W4235602460,"Turbulence Dissipation Rate Estimated from Lidar Observations
During the LAPSE-RATE Field Campaign",2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,low,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5194/essd-2020-406,,5,preprint,
doi:10.1175/jas-d-19-0321.1,10.1175/jas-d-19-0321.1,https://openalex.org/W3019293343,Understanding How Complex Terrain Impacts Tornado Dynamics Using a Suite of High-Resolution Numerical Simulations,2020,Article,article,hc_publications,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,high,Multi/None,VORTEX-SE,yes,https://journals.ametsoc.org/downloadpdf/journals/atsc/77/10/jasD190321.pdf,,6,article,
doi:10.5194/egusphere-egu2020-17200,10.5194/egusphere-egu2020-17200,https://openalex.org/W3084035082,Water vapor transport in the turbulent planetary boundary layer (PBL) measured over heterogeneous terrain using multiple LiDAR systems.,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:CHEESEHEAD+Doppler lidar,high,CHEESEHEAD,CHEESEHEAD,no,https://doi.org/10.5194/egusphere-egu2020-17200,https://egu2020.eu/EGU2019-survey-results.pdf,0,article,
doi:10.5194/amt-13-521-2020,10.5194/amt-13-521-2020,https://openalex.org/W2960254492,Wind sensing with drone-mounted wind lidars: proof of concept,2020,Article,article,hc_publications,High-confidence publication,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,high,LAPSE-RATE,Multi/None,yes,https://amt.copernicus.org/articles/13/521/2020/amt-13-521-2020.pdf,,26,article,
doi:10.1175/jas-d-20-0120.1,10.1175/jas-d-20-0120.1,https://openalex.org/W3020450181,nan,2020,Article,article,ground_truth_mandatory,Ground-truth registry (mandatory),yes,no,channel_g,channel_g:ground_truth,medium,Multi/None,Multi/None,no,https://journals.ametsoc.org/downloadpdf/journals/atsc/78/2/JAS-D-20-0120.1.pdf,,16,article,
doi:10.5281/zenodo.3738175,10.5281/zenodo.3738175,https://openalex.org/W3208592307,National Severe Storms Laboratory Mobile Mesonet data files from Lapse-Rate,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Sean Waugh,high,LAPSE-RATE,LAPSE-RATE,no,https://zenodo.org/record/3738175,,4,dataset,
doi:10.5281/zenodo.3720294,10.5281/zenodo.3720294,https://openalex.org/W4393889085,National Severe Storms Laboratory Mobile Mesonet data files from Lapse-Rate,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Sean Waugh,high,LAPSE-RATE,LAPSE-RATE,no,https://zenodo.org/record/3720294,,1,dataset,
doi:10.5281/zenodo.3720293,10.5281/zenodo.3720293,https://openalex.org/W4393693076,National Severe Storms Laboratory Mobile Mesonet data files from Lapse-Rate,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Sean Waugh,high,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.3720293,,0,dataset,
doi:10.5281/zenodo.3720342,10.5281/zenodo.3720342,https://openalex.org/W4393719706,National Severe Storms Laboratory Mobile Soundings during Lapse-Rate,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Sean Waugh,high,LAPSE-RATE,LAPSE-RATE,no,https://zenodo.org/record/3720342,,3,dataset,
doi:10.5281/zenodo.3720341,10.5281/zenodo.3720341,https://openalex.org/W4394044763,National Severe Storms Laboratory Mobile Soundings during Lapse-Rate,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Sean Waugh,high,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.3720341,,1,dataset,
doi:10.5281/zenodo.3720444,10.5281/zenodo.3720444,https://openalex.org/W3208925160,National Severe Storms Laboratory Mobile Soundings during Lapse-Rate (CLAMPS trailer),2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Sean Waugh,medium,LAPSE-RATE,LAPSE-RATE,no,https://zenodo.org/record/3720444,,6,dataset,
doi:10.5281/zenodo.3720443,10.5281/zenodo.3720443,https://openalex.org/W4393722579,National Severe Storms Laboratory Mobile Soundings during Lapse-Rate (CLAMPS trailer),2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Sean Waugh,medium,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.3720443,,1,dataset,
doi:10.5281/zenodo.3727224,10.5281/zenodo.3727224,https://openalex.org/W4393632583,OU/NSSL CLAMPS AERIoe Temperature and Water Vapor Profile Data from LAPSE-RATE,2020,Dataset,dataset,data_deposits,Seed dataset DOI registry (mandatory),no,yes,channel_d,channel_d:Tyler M. Bell,low,LAPSE-RATE,LAPSE-RATE,no,https://zenodo.org/record/3727224,,3,dataset,
doi:10.5281/zenodo.3727223,10.5281/zenodo.3727223,https://openalex.org/W4393811269,OU/NSSL CLAMPS AERIoe Temperature and Water Vapor Profile Data from LAPSE-RATE,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Tyler M. Bell,low,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.3727223,,0,dataset,
doi:10.5281/zenodo.3780623,10.5281/zenodo.3780623,https://openalex.org/W4393669004,OU/NSSL CLAMPS Doppler Lidar Data from LAPSE-RATE,2020,Dataset,dataset,data_deposits,Seed dataset DOI registry (mandatory),no,yes,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,low,LAPSE-RATE,LAPSE-RATE,no,https://zenodo.org/record/3780623,,5,dataset,
doi:10.5281/zenodo.3780622,10.5281/zenodo.3780622,https://openalex.org/W4393465401,OU/NSSL CLAMPS Doppler Lidar Data from LAPSE-RATE,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,low,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.3780622,,0,dataset,
doi:10.5281/zenodo.3780593,10.5281/zenodo.3780593,https://openalex.org/W4393685915,OU/NSSL CLAMPS Microwave Radiometer and Surface Meteorological Data from LAPSE-RATE,2020,Dataset,dataset,data_deposits,Seed dataset DOI registry (mandatory),no,yes,channel_a,channel_a:CLAMPS-1,medium,LAPSE-RATE,LAPSE-RATE,no,https://zenodo.org/record/3780593,,5,dataset,
doi:10.5281/zenodo.3780592,10.5281/zenodo.3780592,https://openalex.org/W4393886289,OU/NSSL CLAMPS Microwave Radiometer and Surface Meteorological Data from LAPSE-RATE,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_a,channel_a:CLAMPS-1,medium,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.3780592,,0,dataset,
doi:10.5281/zenodo.4731105,10.5281/zenodo.4731105,https://openalex.org/W4393821577,Turbulence dissipation rate estimated from Doppler Lidar measurements during LAPSE-RATE,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,low,LAPSE-RATE,LAPSE-RATE,no,,,3,dataset,
doi:10.5281/zenodo.4399967,10.5281/zenodo.4399967,https://openalex.org/W3210783435,Turbulence dissipation rate estimated from Doppler Lidar measurements during LAPSE-RATE,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,low,LAPSE-RATE,LAPSE-RATE,no,,,1,dataset,
doi:10.5281/zenodo.4399966,10.5281/zenodo.4399966,https://openalex.org/W4393466068,Turbulence dissipation rate estimated from Doppler Lidar measurements during LAPSE-RATE,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_b,channel_b:B2:LAPSE-RATE+Doppler lidar,low,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.4399966,,0,dataset,
doi:10.5281/zenodo.3737087,10.5281/zenodo.3737087,https://openalex.org/W4393691780,University of Oklahoma CopterSonde Files from LAPSE-RATE,2020,Dataset,dataset,data_deposits,Validated data deposit,no,no,channel_d,channel_d:Tyler M. Bell,low,LAPSE-RATE,LAPSE-RATE,no,https://doi.org/10.5281/zenodo.3737087,,15,dataset,
